0.0001	654.8982284600198	590	580	510  480
0.0002	643.5989410792363	580	560	508  475
0.0003	623.6931903286235	575	555	500  470
0.0004	628.1280720463293	570	545	498  468
0.0005	621.2232512924692	560	540	490  465
0.0006	589.72259072212455	540	534	484  460
0.0007	583.427617134231	530	520	480  445
0.0008	569.7420632687554	520	500	475  440
0.0009	545.55536464629887	516	490	474  430











