9.9e-05	5.79423177032e-202
0.000199	4.32080750531e-85
0.000299	5.97802483102e-42
0.000399	2.45794410338e-22
0.000499	1.53846493416e-12
0.000599	2.26019428669e-07
0.000699	0.000151339553469
0.000799	0.00584206569896
0.000899	0.0473954052088
0.000999	0.160463847398
0.001099	0.329771297191
0.001199	0.507218883441
0.001299	0.657841442004
0.001399	0.77082000124
0.001499	0.849683225015
0.001599	0.902512694949
0.001699	0.937102075172
0.001799	0.959479336935
0.001899	0.973876933355
0.001999	0.98312537771
0.002099	0.989070095918
0.002199	0.992898786484
0.002299	0.995371345106
0.002399	0.996973073714
0.002499	0.998014081831
0.002599	0.998692916562
0.002699	0.999137044713
0.002799	0.999428557695
0.002899	0.999620501386
0.002999	0.999747270142
0.003099	0.999831240767
0.003199	0.999887020145
0.003299	0.999924174232
0.003399	0.999948987465
0.003499	0.999965601039
0.003599	0.999976751865
0.003699	0.999984253893
0.003799	0.999989312642
0.003899	0.999992731396
0.003999	0.999995046775
0.004099	0.999996618137
0.004199	0.999997686707
0.004299	0.999998414782
0.004399	0.999998911799
0.004499	0.999999251709
0.004599	0.99999948459
0.004699	0.999999644419
0.004799	0.999999754298
0.004899	0.999999829962
0.004999	0.999999882148
0.005099	0.999999918199
0.005199	0.99999994314
0.005299	0.999999960422
0.005399	0.999999972413
0.005499	0.999999980746
0.005599	0.999999986544
0.005699	0.999999990584
0.005799	0.999999993403
0.005899	0.999999995372
0.005999	0.99999999675
0.006099	0.999999997714
0.006199	0.999999998391
0.006299	0.999999998866
0.006399	0.9999999992
0.006499	0.999999999435
0.006599	0.9999999996
0.006699	0.999999999717
0.006799	0.9999999998
0.006899	0.999999999858
0.006999	0.999999999899
0.007099	0.999999999928
0.007199	0.999999999949
0.007299	0.999999999964
0.007399	0.999999999974
0.007499	0.999999999982
0.007599	0.999999999987
0.007699	0.999999999991
0.007799	0.999999999993
0.007899	0.999999999995
0.007999	0.999999999997
0.008099	0.999999999998
0.008199	0.999999999998
0.008299	0.999999999999
0.008399	0.999999999999
0.008499	0.999999999999
0.008599	1.0
0.008699	1.0
0.008799	1.0
0.008899	1.0
0.008999	1.0
0.009099	1.0
0.009199	1.0
0.009299	1.0
